time,n,URef,J,KT,10KQ,eta0
0.0242258,2.515000e+01,-5.106495e+00,8.929694e-01,2.196976e-01,5.290734e-01,5.901550e-01
0.0242581,2.515000e+01,-5.106621e+00,8.929914e-01,2.197677e-01,5.294214e-01,5.899700e-01
0.0242903,2.515000e+01,-5.106703e+00,8.930055e-01,2.189090e-01,5.296441e-01,5.874268e-01
0.0243226,2.515000e+01,-5.106804e+00,8.930231e-01,2.192039e-01,5.289655e-01,5.889849e-01
0.0243548,2.515000e+01,-5.106915e+00,8.930424e-01,2.194220e-01,5.287422e-01,5.898323e-01
0.0243871,2.515000e+01,-5.107050e+00,8.930662e-01,2.199526e-01,5.283463e-01,5.917173e-01
0.0244194,2.515000e+01,-5.107179e+00,8.930890e-01,2.200253e-01,5.286701e-01,5.915655e-01
0.0244516,2.515000e+01,-5.107266e+00,8.931040e-01,2.192958e-01,5.290218e-01,5.892217e-01
0.0244839,2.515000e+01,-5.107365e+00,8.931216e-01,2.194741e-01,5.285906e-01,5.901936e-01
0.0245161,2.515000e+01,-5.107456e+00,8.931374e-01,2.192996e-01,5.282083e-01,5.901619e-01
0.0245484,2.515000e+01,-5.107563e+00,8.931559e-01,2.194748e-01,5.275723e-01,5.913576e-01
0.0245806,2.515000e+01,-5.107639e+00,8.931691e-01,2.189682e-01,5.278145e-01,5.897304e-01
0.0246129,2.515000e+01,-5.107669e+00,8.931744e-01,2.181320e-01,5.282489e-01,5.869989e-01
0.0246452,2.515000e+01,-5.107691e+00,8.931788e-01,2.181196e-01,5.284811e-01,5.867104e-01
0.0246774,2.515000e+01,-5.107729e+00,8.931849e-01,2.184283e-01,5.282341e-01,5.878199e-01
0.0247097,2.515000e+01,-5.107788e+00,8.931955e-01,2.187618e-01,5.275655e-01,5.894701e-01
0.0247419,2.515000e+01,-5.107859e+00,8.932078e-01,2.189325e-01,5.271711e-01,5.903793e-01
0.0247742,2.515000e+01,-5.107924e+00,8.932192e-01,2.188449e-01,5.271511e-01,5.901729e-01
0.0248065,2.515000e+01,-5.107962e+00,8.932254e-01,2.183419e-01,5.274265e-01,5.885136e-01
0.0248387,2.515000e+01,-5.107998e+00,8.932324e-01,2.182529e-01,5.271285e-01,5.886106e-01
0.024871,2.515000e+01,-5.108019e+00,8.932359e-01,2.181344e-01,5.274249e-01,5.879623e-01
0.0249032,2.515000e+01,-5.108072e+00,8.932447e-01,2.184387e-01,5.265293e-01,5.897902e-01
0.0249355,2.515000e+01,-5.108130e+00,8.932553e-01,2.186156e-01,5.267225e-01,5.900581e-01
0.0249677,2.515000e+01,-5.108150e+00,8.932588e-01,2.175751e-01,5.263877e-01,5.876258e-01
0.025,2.515000e+01,-5.108163e+00,8.932606e-01,2.174410e-01,5.263511e-01,5.873059e-01
0.0250323,2.515000e+01,-5.108188e+00,8.932650e-01,2.176711e-01,5.262331e-01,5.880620e-01
0.0250645,2.515000e+01,-5.108231e+00,8.932729e-01,2.182027e-01,5.262485e-01,5.894859e-01
0.0250968,2.515000e+01,-5.108270e+00,8.932799e-01,2.181931e-01,5.261875e-01,5.895329e-01
0.025129,2.515000e+01,-5.108286e+00,8.932826e-01,2.175694e-01,5.258031e-01,5.882792e-01
0.0251613,2.515000e+01,-5.108294e+00,8.932834e-01,2.173369e-01,5.253897e-01,5.881141e-01
